IDK;NCTR;NCTN;ESC;OGTD;OGTT;OGTR;QNTN;SGTI;SGTT;PVCS;PVCR;PVCP;PVCJ;LDCT;LDCQ;LDCN;LDCU;LDCM;LDCZ;COLD;DTZG;DTZS;DTSI;DTSV;DTSF;DTSL;AUTN;ATBD;ATBR;MTC;MISU;MISL;MISP;MISD;MISN;DESO;NSC;STCD;STCC;CDGG;CMPD;CMPN;CMPE;FUR;GPDPX;GPDPY;MUNICIPIO;ID_NIL;NIL;WGS84_Y;WGS84_X;location
v5010-00176;3;2023573.0;R03/ Museo Poldi Pezzoli;spada/ fodero;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IX a.C.;;899 a.C.;ca.;800 a.C.;ca.;;;;bronzo;cm;4;;2,7;26,7;"Fodero formato da una sola lamina ripiegata su se stessa ai bordi, incastrata in un puntale costituito da un pomello di bronzo fuso.
Una faccia del fodero, lungo i bordi, è decorata con fasce longitudinali di doppie linee a zig-zag.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00155;3;2023552.0;R03/ Museo Poldi Pezzoli;punta di lancia;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. XV/XIII a.C.;;1499 a.C.;ca.;1200 a.C.;ca.;;;;bronzo;cm;;;2,4;16,7;Cuspide a forma di foglia d'alloro, con costolatura mediana marcata e arrotondata, alette simmetriche. Immanicatura conica a cannone, nella parte mediana fori per fissaggio.;;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00060;3;2023457.0;R03/ Museo Poldi Pezzoli;boccale;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. V a.C.;;499 a.C.;ca.;400 a.C.;ca.;;;;argilla/ a tornio;cm||;;;4,2||2,5;;"Corpo ceramico beige; vernice bruna anche all'interno.
Orlo estroflesso; breve spalla obliqua, corpo piriforme, piede ad anello svasato. Ansa a nastro impostata sull'orlo e sul corpo.
A risparmio il piede.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00292;3;2023683.0;R03/ Museo Poldi Pezzoli;rhyton;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;terzo quarto;340 a.C.;ca.;320 a.C.;ca.;Officina del Pittore della Patera;Tardo Apulo;;ceramica;cm;;;10,7;23,5;"Corpo ceramico arancio-rosato, vernice nera olivastra, ingobbiatura arancio. Sovraddipinture in bianco-giallo.
Bicchiere cilindrico con labbro estroflesso piatto, configurato a testa di cane laconico. L'animale ha lungo muso, orecchie tese e occhi indicati sovraddipinti in bianco. Ansa a nastro impostata sul bicchiere e sull'attacco della protome.";;2009;ricomposto;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00021;3;2023418.0;R03/ Museo Poldi Pezzoli;statuetta femminile;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.||sec. III a.C.;fine/inizio||prima metà;330 a.C.||299;ca.||c.a.;270 a.C.||250;ca.||c.a.;;;;argilla/ a matrice/ a stecca;cm;5,4;;;;Figura femminile stante;;2009;ricomposto;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00329;3;2023720.0;R03/ Museo Poldi Pezzoli;olpe;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. I d.C.;seconda metà;50 d.C.;ca.;99 d.C.;ca.;;;;vetro soffiato;cm;;;3;;"Vetro di colore blu, decorato a macchie gialle, bianche e rosse.
Orlo a cordoncino ripiegato, collo cilindrico, corpo troncoconico; fondo leggermente concavo. Ansa a triplice costolatura impostata sulla spalla e saldata sotto l'orlo.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00024;3;2023421.0;R03/ Museo Poldi Pezzoli;statuetta;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. II a.C.||sec. III a.C.;||prima metà;199 a.C.||299;ca.||c.a.;100 a.C.||250;ca.||c.a.;;;;argilla/ a matrice/ a stecca;cm;5,5;;;;Statuetta di erote;;2009;ricomposto;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00215;3;2023610.0;R03/ Museo Poldi Pezzoli;orecchini;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.;;350 a.C.;ca.;200 a.C.;ca.;;;;oro e perle;cm;;;;2,4;"Coppia di orecchini a navicella con pendenti.
Il corpo a navicella è decorato a filigrana con fiori e volute, e termina con foglie bordate a filigrana a cui, ad una estremità, è saldato l'ardiglione. Nell'estremità inferiore del corpo pendono cinque anelli a cui sono agganciati pendenti costituiti da cinque piccole perle in successione (probabilmente post-antichi).";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00166;3;2023563.0;R03/ Museo Poldi Pezzoli;pugnale;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IX/XVI a.C.;;1899 a.C.;ca.;1500 a.C.;ca.;;;;bronzo;cm;6,1;;;24,1;"Lama triangolare decorata lungo i bordi da due solchi; la parte terminale è decorata da motivi geometrici. L'attacco dell'elsa è a semiluna e presenta dodici ribattini; impugnatura cilindrica, svasata nella parte terminale.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00118;3;2023515.0;R03/ Museo Poldi Pezzoli;lekane con coperchio;Serie Morel 4713;J.-P. Morel, Cèramique campanienne. Les formes. Roma 1981;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV;seconda metà;349 a.C.;ca.;301 a.C.;ca.;;;;argilla/ a tornio;cm||;;;8,4||10,4;;"Corpo ceramico nocciola, vernice nera coppa, olivastra, poco diluita.
Coppa: orlo verticale, rientrante, vasca poco profonda ed espansa, carenata; alto troncoconico svasato all'estremità.
Coperchio: orlo estroflesso con carenatura, ampia vasca. Modanatura all'attacco della presa campanulata.";;2009;parzialmente ricomposto;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00069;3;2023466.0;R03/ Museo Poldi Pezzoli;olla;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. V/IV a.C.;fine/inizio;425 a.C.;ca.;375 a.C.;ca.;;;;argilla/ a tornio;cm||;;;17,2||8,5;;"olla stamnoide subgeometrica
Corpo ceramico beige; decorazione bruna.
Labbro estroflesso obliquo, spalle arrotondate, corpo globoso, fondo piatto. Anse a bastoncello impostate orizzontalmente sulla spalla, con sviluppo verticale, sbilenche.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00204;3;2023600.0;R03/ Museo Poldi Pezzoli;anello;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. VI/V a.C.;;599 a.C.;ca.;475 a.C.;ca.;;;;oro;"cm; gr.";;;1,9;;Robusta verga chiusa piena che si restringe in corrispondenza del castone, costituito da una piatra piatta e ovale. Sulla piastra, immagine illeggibile.;;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00003;3;2023401.0;R03/ Museo Poldi Pezzoli;testa maschile/ frammento;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;fine;315 a.C.;ca.;300 a.C.;ca.;;;;argilla/ a matrice/ a mano;cm;10;;;;"Testa maschile realizzata in terracotta.
Argilla nocciola con inclusi micacei e tracce d'ingobbio";;2009;mutilo;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00010;3;2023407.0;R03/ Museo Poldi Pezzoli;piede fittile;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. II a.C.;;199 a.C.;ca.;100 a.C.;ca.;;;;argilla/ a matrice;cm;8,7;;;22,7;"Piede fittile.
Argilla nocciola-rossiccia con inclusi neri.";;2009;frammentario;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00095;3;2023492.0;R03/ Museo Poldi Pezzoli;oinochoe trilobata;Serie Morel 5622;J.-P. Morel, Cèramique campanienne. Les formes. Roma 1981;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;metà;360 a.C.;ca.;340 a.C.;ca.;;;;argilla/ a tornio;cm;;;7,4;;"Corpo ceramico nocciola scuro; vernice nera molto lucente; fondo del piede ingobbiato. 
Orlo estroflesso ingrossato, labbro trilobato, collo dal profilo concavo con anello all'attacco della spalla orizzontale arrotondata. Corpo ovoidale con baccellature date da solchi profondi che partono dalla spalla e finiscono a metà del corpo. Piede ad anello. Ansa a bastoncello impostata verticalmente sul labbro e sul corpo.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00088;3;2023485.0;R03/ Museo Poldi Pezzoli;olletta monoansata;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. VI a.C.;seconda metà;550 a.C.;ca.;500 a.C.;ca.;;;;argilla/ a tornio;cm||;;;7,8||4,7;;"Corpo ceramico beige, vernice nera-rossiccia.
Collo svasato, corpo globoso, piede ad anello; ansa a nastro impostata sull'orlo e sul corpo. Piede a risparmio, come l'interno.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00048;3;2023445.0;R03/ Museo Poldi Pezzoli;hydria;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.;;399 a.C.;ca.;200 a.C.;ca.;;;;argilla/ a tornio;cm||;;;10,8||8,9;;"hydria acroma tornita.

Argilla beige-gialla. Il labbro interno è dipinto con vernice rossa
Labbro espanso, sbilenco, breve collo troncoconico, spalla arrotondata; corpo globoso, basso piede ad anello con carenatura all'attacco, fondo piatto. Anse a bastoncello impostate orizzontalmente sul corpo; ansa a nastro impostata verticalmente sul collo e sulla spalla.";;2009;Integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00224;3;2023619.0;R03/ Museo Poldi Pezzoli;orecchini;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. I/III d.C.;;1 d.C.;ca.;299 d.C.;ca.;;;;oro;cm;;;;0,9;Orecchini con castoni rotondi privi della pietra, circondati da un motivo di palmette accostate. Ardiglione ad arco.;;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00184;3;2023580.0;R03/ Museo Poldi Pezzoli;cinturone;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV a.C./III a.C.;;399 a.C.;ca.;200 a.C.;ca.;;;;bronzo;cm;;;;96;"Lamina a nastro profilata da forellini. L'estremità maschio presenta placche di chiusura cuoriformi a punta lobata, decorate con incisioni; l'estremità femmina presenta quattro fori d'aggancio rafforzati da lamina sovrapposta conformata a foglie lanceolate.";;2009;ricomponibile;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00207;3;2023603.0;R03/ Museo Poldi Pezzoli;orecchino;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. II a.C.;;199 a.C.;ca.;100 a.C.;ca.;;;;oro e granato;"cm; gr.";;;;1;Disco in lamina con filo godronato intorno al bordo e granato incastonato nella parte centrale. Sul retro è saldato il gancio filiforme con una estremità appuntita e l'altra ripiegata ad anello al quale è sospesa una lamina a forma di piramide rovesciata, che termina con tre sfere.;;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00137;3;2023534.0;R03/ Museo Poldi Pezzoli;elmo;tipo frigio;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;;399 a.C.;ca.;300 a.C.;ca.;;;;bronzo;cm||;||6,7;;23||;;"Calotta a forma di berretto frigio; sulla fronte applique in lamina sbalzata decorata con un gorgoneion. Alla sommità della calotta è conservato l'attacco del sostegno per il pennacchio costituito da due palmette a quindici lobi sormontate da bottone a verga. Tramite cerniere in lamina con orlo ritagliato a onde correnti, sono fissate alla calotta, con ribattini, le paragnatidi anatomiche.";;2009;parzialmente ricomposto;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00296;3;2023687.0;R03/ Museo Poldi Pezzoli;alabastron;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. VI a.C.;;599 a.C.;ca.;550 a.C.;ca.;;;;ceramica;cm;;;3;;"Corpo ceramico grigio, vernice nero-grigia.
Orlo espanso, corpo piriforme allungato; strigilature orizzontali regolari.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00273;3;2023664.0;R03/ Museo Poldi Pezzoli;kylix schifoide;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. V/IV a.C.;;499 a.C.;ca.;300 a.C.;ca.;;;;argento;cm||;;;10,4||5,4;;"Labbro estroflesso, vasca profonda a profilo concavo; anse a bastoncello configurate a maniglia. Basso piede sagomato.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00253;3;2023645.0;R03/ Museo Poldi Pezzoli;statuetta;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. I/II d.C.;;1 d.C.;ca.;199 d.C.;ca.;;;;bronzo;cm;2,6;;;;"Arpocrate stante con cornucopia. La gamba destra è tesa, mentre la sinistra piegata è leggermente arretrata; porta un'armilla sul braccio destro.
Il paffuto fanciullo è raffiguarto nel tipico atto di appogiare l'indice destro alla bocca, mentre con la sinistra regge una cornucopia. Porta dietro alle spalle una faretra; i capelli sono raccolti in una treccia e il capo è cinto dalla doppia corona con crescente lunare e disco solare.
Sotto il piede destro foro per fissaggio.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00033;3;2023430.0;R03/ Museo Poldi Pezzoli;ara;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. V/III a.C.||sec. III a.C.;||prima metà;499 a.C.||299;ca.||c.a.;200 a.C.||250;ca.||c.a.;;;;argilla/ a matrice;cm;12;;;12,6;Arula in terrcacotta;;2009;frammentario;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00237;3;2023631.0;R03/ Museo Poldi Pezzoli;cammeo;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. I/I;;99 a.C.;ca.;99 d.C.;ca.;;;;agata;cm;;;;1,8;Cammeo di forma ovale intagliata a forte rilievo. Il cammeo è montato in una palcca d'oro di forma esagonale del XIX secolo d.C. che l'iscrizione: DIO - CKO - YPI - DOY.;;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00173;3;2023570.0;R03/ Museo Poldi Pezzoli;spada;ad antenna. Tipo Tarquinia;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IX/VIII a.C.;;899 a.C.;ca.;700 a.C.;ca.;;;;bronzo;cm||cm;2,7||8,6;;;66||;"Lama con costolatura arrotondata che si allarga nellla parte centrale della spada; l'impugnatura è fusa in un sol pezzo con la spada, fusiforme con triplice listello. Elsa ad antenne ricurve.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00122;3;2023519.0;R03/ Museo Poldi Pezzoli;balsamario;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. I/II d.C.;;1 d.C.;ca.;199 d.C.;ca.;;;;vetro soffiato;;;;;;"Vetro bianco irridiscente.
Collo cilindrico, corpo piriforme, piede piatto.";;2009;mutilo;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00324;3;2023715.0;R03/ Museo Poldi Pezzoli;coppa;forma Isings 3a;C. Isings, Roman glass from dated finds, Groningen 1957;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. I d.C.;seconda metà;50 d.C.;ca.;99 d.C.;ca.;;;;vetro pressato a stampo;cm;;;11,2;;"Vetro di colore verde chiaro con bolle d'aria.
Orlo leggermente obliquo, tagliato e levigato, vasca emisferica a base piana decorata da dodici costolature che si sviluppano dalla base e terminano poco sotto l'orlo.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00276;3;2023667.0;R03/ Museo Poldi Pezzoli;armilla;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. VIII a.C.;fine;630 a.C.;ca.;600 a.C.;ca.;;;;bronzo;cm;6,9;;;5,6;Lamina a nastro piegata e aperta alle terminazioni con estremità affusolate di sezione rettangolare.;;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00039;3;2023436.0;R03/ Museo Poldi Pezzoli;punta di lancia;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.;;399 a.C.;ca.;200 a.C.;ca.;;;;ferro/ fusione;cm;;;2;42;Punta di lancia;;2009;frammentario;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00221;3;2023616.0;R03/ Museo Poldi Pezzoli;orecchini;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. I a.C.;;99 a.C.;ca.;1 a.C.;ca.;;;;oro, zaffiro e avventurina;cm;;;;4,4;L'orecchino è costituito da un gancio di sospensione a doppia curva: è piegato all'estremità a forma di semicerchio che si assottiglia verso una estremità ed è ripiegato all'indietro. Fra le due estremità dell'arco vi è un filo d'oro , nel quale sono infilate perle.;;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00263;3;2023654.0;R03/ Museo Poldi Pezzoli;strigile;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. I a.C.;;99 a.C.;ca.;1 a.C.;ca.;;;;bronzo;"cm; gr.";3,3;;;;Impugantura ad anello rettangolare che termina con una placchetta ovoidale. Lama a forma arrotondata a sezione concava che si restringe verso l'estremità.;;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00103;3;2023500.0;R03/ Museo Poldi Pezzoli;unguentario;Forma Lippolis D;Catalogo del Museo Archeologico di Taranto. III,1, Taranto 1992;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. III a.C.;;299 a.C.;ca.;200 a.C.;ca.;;;;argilla/ a tornio;cm||;;;2,5||2,5;;"Corpo ceramico beige-rosato, vernice nera opaca, risparmiata nella parte inferiore del corpo.
Orlo a sezione triangolare, collo cilindrico, breve spalla arrotondata, corpo piriforme, piede troncoconico.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
